text,labels
Do you want to do something on Saturday?,"[1, 1, 1, 0, 0]"
Would you want to go somewhere the zoo?,"[1, 1, 0, 1, 0]"
Would you want to grab lunch your place?,"[1, 1, 0, 1, 0]"
Let's go surfing the train station today?,"[1, 1, 1, 1, 0]"
Would you want to grab coffee the zoo on Monday?,"[1, 1, 1, 1, 0]"
Do you want to go swimming on Sunday?,"[1, 1, 1, 0, 0]"
Let's bake Xinyi on Friday?,"[1, 1, 1, 1, 0]"
Would you want to grab coffee on Saturday?,"[1, 1, 1, 0, 0]"
Do you want to hang out a coffee shop?,"[1, 1, 0, 1, 0]"
Would you want to go swimming Xinyi today?,"[1, 1, 1, 1, 0]"
Let's bake the Italian restaurant?,"[1, 1, 0, 1, 0]"
Would you want to go swimming on Sunday?,"[1, 1, 1, 0, 0]"
Would you want to see a game the Italian restaurant on Sunday?,"[1, 1, 1, 1, 0]"
Would you want to grab coffee a coffee shop tomorrow?,"[1, 1, 1, 1, 0]"
Let's go ice skating the Italian restaurant on Saturday?,"[1, 1, 1, 1, 0]"
Let's go somewhere your place on Monday?,"[1, 1, 1, 1, 0]"
Would you want to go swimming the zoo today?,"[1, 1, 1, 1, 0]"
Let's go ice skating your place?,"[1, 1, 0, 1, 0]"
Do you want to go ice skating the theme park on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to bake the zoo on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to grab coffee the Japanese place?,"[1, 1, 0, 1, 0]"
Do you want to go ice skating Xinyi on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to do something a coffee shop on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to go rafting on Monday?,"[1, 1, 1, 0, 0]"
Let's bake the train station?,"[1, 1, 0, 1, 0]"
Would you want to go ice skating train station on Monday?,"[1, 1, 1, 1, 0]"
Would you want to go ice skating the Japanese place on Monday?,"[1, 1, 1, 1, 0]"
Would you want to go ice skating Xinyi today?,"[1, 1, 1, 1, 0]"
Nah 'm busy... go swimming,"[0, 1, 0, 0, 1]"
Let's go to a party the Italian restaurant?,"[1, 1, 0, 1, 0]"
Let's see a concert the theme park?,"[1, 1, 0, 1, 0]"
"No..., I'll be out of town. bake","[0, 1, 0, 0, 1]"
Would you want to go bowling the Japanese place on Thursday?,"[1, 1, 1, 1, 0]"
Let's bake Daan Park on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to grab lunch the theme park on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to grab lunch a club on Thursday?,"[1, 1, 1, 1, 0]"
"No..., I'll be out of town. hang out","[0, 1, 0, 0, 1]"
Do you want to see a concert the mall on Wednesday?,"[1, 1, 1, 1, 0]"
"Sorry, I'll be out of town. on Sunday","[0, 1, 0, 0, 1]"
Do you want to go to a party Xinyi on Monday?,"[1, 1, 1, 1, 0]"
"No..., I'm busy... do something","[0, 1, 0, 0, 1]"
Do you want to grab coffee your place on Saturday?,"[1, 1, 1, 1, 0]"
Let's go rafting on Wednesday?,"[1, 1, 1, 0, 0]"
Let's see a movie Xinyi?,"[1, 1, 0, 1, 0]"
Nah  have plans already. on Saturday,"[0, 1, 0, 0, 1]"
"No..., I'll be out of town. go surfing","[0, 1, 0, 0, 1]"
Do you want to see a concert the mall today?,"[1, 1, 1, 1, 0]"
Do you want to see a game train station?,"[1, 1, 0, 1, 0]"
"Sorry, I'll be out of town. bake","[0, 1, 0, 0, 1]"
Would you want to go surfing my place?,"[1, 1, 0, 1, 0]"
Would you want to go to a party Xinyi tomorrow?,"[1, 1, 1, 1, 0]"
Let's catch up a bar on Sunday?,"[1, 1, 1, 1, 0]"
Let's go surfing the zoo?,"[1, 1, 0, 1, 0]"
Would you want to grab lunch a bar?,"[1, 1, 0, 1, 0]"
Would you want to go swimming the zoo?,"[1, 1, 0, 1, 0]"
"No..., I'm busy... go ice skating","[0, 1, 0, 0, 1]"
Do you want to see a game on Wednesday?,"[1, 1, 1, 0, 0]"
Let's go ice skating Daan Park on Monday?,"[1, 1, 1, 1, 0]"
Let's see a movie a bar?,"[1, 1, 0, 1, 0]"
Do you want to see a play the zoo on Sunday?,"[1, 1, 1, 1, 0]"
Would you want to see a movie your place on Monday?,"[1, 1, 1, 1, 0]"
Do you want to go ice skating a bar?,"[1, 1, 0, 1, 0]"
Let's do something a bar on Tuesday?,"[1, 1, 1, 1, 0]"
Sorry.  have plans already. watch a movie,"[0, 1, 0, 0, 1]"
Nah  have plans already. grab lunch,"[0, 1, 0, 0, 1]"
Do you want to see a game the train station on Monday?,"[1, 1, 1, 1, 0]"
Would you want to see a game your place on Tuesday?,"[1, 1, 1, 1, 0]"
Do you want to watch a movie train station on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to see a concert a club on Wednesday?,"[1, 1, 1, 1, 0]"
Would you want to grab coffee Xinyi on Wednesday?,"[1, 1, 1, 1, 0]"
Do you want to catch up Xinyi?,"[1, 1, 0, 1, 0]"
Would you want to catch up Xinyi?,"[1, 1, 0, 1, 0]"
No.  have plans already. on Monday,"[0, 1, 0, 0, 1]"
Would you want to catch up a bar?,"[1, 1, 0, 1, 0]"
Do you want to grab coffee on Tuesday?,"[1, 1, 1, 0, 0]"
Let's go rafting your place today?,"[1, 1, 1, 1, 0]"
Let's see a concert the zoo?,"[1, 1, 0, 1, 0]"
Would you want to go somewhere today?,"[1, 1, 1, 0, 0]"
Let's see a game my place?,"[1, 1, 0, 1, 0]"
Let's see a movie the Italian restaurant on Monday?,"[1, 1, 1, 1, 0]"
Would you want to see a concert the train station on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to go swimming the mall on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to go swimming train station?,"[1, 1, 0, 1, 0]"
Let's do something the zoo on Friday?,"[1, 1, 1, 1, 0]"
Do you want to grab coffee on Friday?,"[1, 1, 1, 0, 0]"
Do you want to do something Xinyi?,"[1, 1, 0, 1, 0]"
Do you want to see a play the mall on Monday?,"[1, 1, 1, 1, 0]"
"Sorry, I'm busy... bake","[0, 1, 0, 0, 1]"
Do you want to watch a movie the train station on Friday?,"[1, 1, 1, 1, 0]"
Let's grab lunch the mall on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to go somewhere Xinyi on Monday?,"[1, 1, 1, 1, 0]"
Let's grab coffee a coffee shop on Monday?,"[1, 1, 1, 1, 0]"
Do you want to go somewhere the theme park today?,"[1, 1, 1, 1, 0]"
Do you want to grab lunch on Monday?,"[1, 1, 1, 0, 0]"
Sorry.  have plans already. see a concert,"[0, 1, 0, 0, 1]"
Let's go rafting a coffee shop on Sunday?,"[1, 1, 1, 1, 0]"
Let's go rafting tomorrow?,"[1, 1, 1, 0, 0]"
Do you want to watch a movie the zoo?,"[1, 1, 0, 1, 0]"
Do you want to go swimming your place?,"[1, 1, 0, 1, 0]"
Do you want to go bowling my place?,"[1, 1, 0, 1, 0]"
Let's see a concert school on Friday?,"[1, 1, 1, 1, 0]"
Do you want to go bowling Daan Park on Tuesday?,"[1, 1, 1, 1, 0]"
Do you want to catch up train station?,"[1, 1, 0, 1, 0]"
Would you want to grab lunch on Sunday?,"[1, 1, 1, 0, 0]"
Would you want to go surfing a club tomorrow?,"[1, 1, 1, 1, 0]"
Let's grab lunch the Italian restaurant?,"[1, 1, 0, 1, 0]"
Would you want to see a play tomorrow?,"[1, 1, 1, 0, 0]"
Let's watch a movie the theme park?,"[1, 1, 0, 1, 0]"
Sorry. 'm busy... tomorrow,"[0, 1, 0, 0, 1]"
"No..., I have plans already. go rafting","[0, 1, 0, 0, 1]"
Let's catch up the Italian restaurant?,"[1, 1, 0, 1, 0]"
Do you want to see a game school?,"[1, 1, 0, 1, 0]"
Sorry. 'll be out of town. go bowling,"[0, 1, 0, 0, 1]"
Let's grab coffee the theme park on Thursday?,"[1, 1, 1, 1, 0]"
No. 'm busy... see a movie,"[0, 1, 0, 0, 1]"
Sorry. 'll be out of town. go swimming,"[0, 1, 0, 0, 1]"
Let's watch a movie the zoo on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to grab lunch your place on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to go somewhere Daan Park tomorrow?,"[1, 1, 1, 1, 0]"
Would you want to see a concert a bar on Sunday?,"[1, 1, 1, 1, 0]"
Let's see a concert the theme park on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to see a play the mall?,"[1, 1, 0, 1, 0]"
Would you want to see a game the zoo on Sunday?,"[1, 1, 1, 1, 0]"
Would you want to go swimming Daan Park tomorrow?,"[1, 1, 1, 1, 0]"
Do you want to go swimming the train station on Wednesday?,"[1, 1, 1, 1, 0]"
Let's grab coffee the zoo on Friday?,"[1, 1, 1, 1, 0]"
Do you want to bake your place?,"[1, 1, 0, 1, 0]"
Let's grab coffee the train station?,"[1, 1, 0, 1, 0]"
Let's see a play the Italian restaurant tomorrow?,"[1, 1, 1, 1, 0]"
Do you want to go swimming school?,"[1, 1, 0, 1, 0]"
Do you want to go ice skating the Italian restaurant on Sunday?,"[1, 1, 1, 1, 0]"
Would you want to grab coffee a coffee shop?,"[1, 1, 0, 1, 0]"
Do you want to see a movie Daan Park on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to go somewhere a coffee shop on Wednesday?,"[1, 1, 1, 1, 0]"
Let's do something the theme park on Sunday?,"[1, 1, 1, 1, 0]"
"No..., I'll be out of town. do something","[0, 1, 0, 0, 1]"
Do you want to go somewhere the Italian restaurant on Thursday?,"[1, 1, 1, 1, 0]"
Let's grab lunch a club on Sunday?,"[1, 1, 1, 1, 0]"
Would you want to hang out your place?,"[1, 1, 0, 1, 0]"
Do you want to see a play school?,"[1, 1, 0, 1, 0]"
Do you want to go to a party school today?,"[1, 1, 1, 1, 0]"
Do you want to go somewhere my place?,"[1, 1, 0, 1, 0]"
Would you want to see a play Xinyi on Tuesday?,"[1, 1, 1, 1, 0]"
Do you want to watch a movie my place tomorrow?,"[1, 1, 1, 1, 0]"
Do you want to see a play the train station on Friday?,"[1, 1, 1, 1, 0]"
Would you want to go to a party the zoo on Friday?,"[1, 1, 1, 1, 0]"
Do you want to go ice skating school?,"[1, 1, 0, 1, 0]"
Let's go bowling a bar today?,"[1, 1, 1, 1, 0]"
Let's do something a club on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to watch a movie on Tuesday?,"[1, 1, 1, 0, 0]"
Let's see a movie the theme park on Saturday?,"[1, 1, 1, 1, 0]"
Let's go ice skating the Italian restaurant?,"[1, 1, 0, 1, 0]"
Let's see a movie a club?,"[1, 1, 0, 1, 0]"
Do you want to watch a movie train station on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to see a play the Italian restaurant on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to go rafting the theme park on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to go bowling a coffee shop?,"[1, 1, 0, 1, 0]"
Would you want to grab coffee Xinyi?,"[1, 1, 0, 1, 0]"
Do you want to do something today?,"[1, 1, 1, 0, 0]"
Would you want to bake tomorrow?,"[1, 1, 1, 0, 0]"
Do you want to hang out on Thursday?,"[1, 1, 1, 0, 0]"
Do you want to go swimming train station?,"[1, 1, 0, 1, 0]"
Do you want to see a game Daan Park?,"[1, 1, 0, 1, 0]"
Do you want to go rafting today?,"[1, 1, 1, 0, 0]"
Let's do something Xinyi today?,"[1, 1, 1, 1, 0]"
Would you want to grab lunch Daan Park on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to grab lunch the train station?,"[1, 1, 0, 1, 0]"
Would you want to see a play your place on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to catch up the train station on Wednesday?,"[1, 1, 1, 1, 0]"
Would you want to go surfing Daan Park?,"[1, 1, 0, 1, 0]"
Sorry.  have plans already. tomorrow,"[0, 1, 0, 0, 1]"
Let's go to a party school on Monday?,"[1, 1, 1, 1, 0]"
Would you want to go ice skating the mall tomorrow?,"[1, 1, 1, 1, 0]"
Do you want to go bowling on Tuesday?,"[1, 1, 1, 0, 0]"
Do you want to grab lunch the mall?,"[1, 1, 0, 1, 0]"
Do you want to go ice skating the Japanese place on Tuesday?,"[1, 1, 1, 1, 0]"
Do you want to go rafting the Italian restaurant on Monday?,"[1, 1, 1, 1, 0]"
Let's grab lunch the Japanese place on Tuesday?,"[1, 1, 1, 1, 0]"
Let's go to a party a club tomorrow?,"[1, 1, 1, 1, 0]"
Do you want to go surfing a club on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to grab lunch the Japanese place tomorrow?,"[1, 1, 1, 1, 0]"
Would you want to bake the Italian restaurant on Wednesday?,"[1, 1, 1, 1, 0]"
Let's grab lunch a bar tomorrow?,"[1, 1, 1, 1, 0]"
Let's see a game the theme park on Friday?,"[1, 1, 1, 1, 0]"
Would you want to see a concert a coffee shop?,"[1, 1, 0, 1, 0]"
Let's see a movie Daan Park on Wednesday?,"[1, 1, 1, 1, 0]"
Let's do something a bar on Thursday?,"[1, 1, 1, 1, 0]"
Let's see a game a club?,"[1, 1, 0, 1, 0]"
Sorry.  have plans already. go swimming,"[0, 1, 0, 0, 1]"
Do you want to go rafting my place on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to see a game the theme park?,"[1, 1, 0, 1, 0]"
Let's go somewhere the zoo on Saturday?,"[1, 1, 1, 1, 0]"
Let's grab coffee the Italian restaurant?,"[1, 1, 0, 1, 0]"
Do you want to grab lunch on Sunday?,"[1, 1, 1, 0, 0]"
Do you want to go surfing the theme park?,"[1, 1, 0, 1, 0]"
Would you want to do something on Sunday?,"[1, 1, 1, 0, 0]"
Do you want to go bowling a bar?,"[1, 1, 0, 1, 0]"
Would you want to go ice skating tomorrow?,"[1, 1, 1, 0, 0]"
Do you want to hang out my place on Friday?,"[1, 1, 1, 1, 0]"
No. 'll be out of town. see a game,"[0, 1, 0, 0, 1]"
Would you want to see a movie train station on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to catch up train station on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to see a game Xinyi on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to go rafting on Thursday?,"[1, 1, 1, 0, 0]"
Would you want to hang out Xinyi?,"[1, 1, 0, 1, 0]"
Do you want to go rafting tomorrow?,"[1, 1, 1, 0, 0]"
Would you want to do something the mall?,"[1, 1, 0, 1, 0]"
Let's do something a club on Monday?,"[1, 1, 1, 1, 0]"
Let's see a play the theme park on Saturday?,"[1, 1, 1, 1, 0]"
No.  have plans already. bake,"[0, 1, 0, 0, 1]"
Let's watch a movie a coffee shop today?,"[1, 1, 1, 1, 0]"
Let's watch a movie school today?,"[1, 1, 1, 1, 0]"
Do you want to watch a movie on Sunday?,"[1, 1, 1, 0, 0]"
Let's go surfing today?,"[1, 1, 1, 0, 0]"
Let's go rafting my place on Monday?,"[1, 1, 1, 1, 0]"
Let's watch a movie Xinyi on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to see a game Xinyi on Monday?,"[1, 1, 1, 1, 0]"
Let's bake Xinyi?,"[1, 1, 0, 1, 0]"
Do you want to go to a party my place?,"[1, 1, 0, 1, 0]"
Sorry. 'll be out of town. catch up,"[0, 1, 0, 0, 1]"
Do you want to catch up the zoo on Sunday?,"[1, 1, 1, 1, 0]"
Do you want to see a movie the theme park on Thursday?,"[1, 1, 1, 1, 0]"
No.  have plans already. hang out,"[0, 1, 0, 0, 1]"
Do you want to go surfing on Saturday?,"[1, 1, 1, 0, 0]"
Sorry. 'll be out of town. grab lunch,"[0, 1, 0, 0, 1]"
Let's hang out the train station on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to see a concert the mall on Saturday?,"[1, 1, 1, 1, 0]"
Let's go swimming a coffee shop on Wednesday?,"[1, 1, 1, 1, 0]"
Do you want to go somewhere train station on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to go to a party the theme park today?,"[1, 1, 1, 1, 0]"
Let's see a game the Italian restaurant?,"[1, 1, 0, 1, 0]"
Let's see a play today?,"[1, 1, 1, 0, 0]"
Would you want to go swimming a coffee shop on Saturday?,"[1, 1, 1, 1, 0]"
Would you want to grab coffee my place on Friday?,"[1, 1, 1, 1, 0]"
Would you want to watch a movie Xinyi on Tuesday?,"[1, 1, 1, 1, 0]"
Nah 'll be out of town. see a game,"[0, 1, 0, 0, 1]"
Do you want to go bowling a club on Friday?,"[1, 1, 1, 1, 0]"
Let's catch up the mall?,"[1, 1, 0, 1, 0]"
Nah  have plans already. go somewhere,"[0, 1, 0, 0, 1]"
Do you want to see a play the zoo?,"[1, 1, 0, 1, 0]"
Do you want to go somewhere on Tuesday?,"[1, 1, 1, 0, 0]"
Would you want to grab lunch Xinyi on Sunday?,"[1, 1, 1, 1, 0]"
"Sorry, I have plans already. tomorrow","[0, 1, 0, 0, 1]"
Would you want to go bowling a bar on Sunday?,"[1, 1, 1, 1, 0]"
Do you want to see a concert train station?,"[1, 1, 0, 1, 0]"
Do you want to do something Xinyi on Wednesday?,"[1, 1, 1, 1, 0]"
Do you want to watch a movie your place on Wednesday?,"[1, 1, 1, 1, 0]"
Would you want to go bowling my place?,"[1, 1, 0, 1, 0]"
Let's see a movie a coffee shop?,"[1, 1, 0, 1, 0]"
Do you want to grab coffee the mall on Saturday?,"[1, 1, 1, 1, 0]"
Would you want to go surfing a club on Wednesday?,"[1, 1, 1, 1, 0]"
Let's grab lunch a coffee shop?,"[1, 1, 0, 1, 0]"
"Sorry, I'm busy... go ice skating","[0, 1, 0, 0, 1]"
Do you want to see a concert a club today?,"[1, 1, 1, 1, 0]"
Do you want to do something the mall on Friday?,"[1, 1, 1, 1, 0]"
Do you want to see a concert the Italian restaurant on Wednesday?,"[1, 1, 1, 1, 0]"
Let's go rafting the train station on Wednesday?,"[1, 1, 1, 1, 0]"
Let's hang out the mall on Saturday?,"[1, 1, 1, 1, 0]"
Would you want to see a movie a coffee shop?,"[1, 1, 0, 1, 0]"
Let's go swimming the theme park?,"[1, 1, 0, 1, 0]"
Do you want to see a concert my place tomorrow?,"[1, 1, 1, 1, 0]"
Let's catch up on Sunday?,"[1, 1, 1, 0, 0]"
Let's go surfing on Monday?,"[1, 1, 1, 0, 0]"
Would you want to bake on Monday?,"[1, 1, 1, 0, 0]"
Let's go somewhere train station on Monday?,"[1, 1, 1, 1, 0]"
Let's go surfing a club?,"[1, 1, 0, 1, 0]"
Would you want to go somewhere the Japanese place?,"[1, 1, 0, 1, 0]"
Would you want to see a concert school on Wednesday?,"[1, 1, 1, 1, 0]"
No.  have plans already. grab coffee,"[0, 1, 0, 0, 1]"
"Sorry, I have plans already. see a concert","[0, 1, 0, 0, 1]"
No. 'm busy... today,"[0, 1, 0, 0, 1]"
Would you want to go surfing a bar today?,"[1, 1, 1, 1, 0]"
Do you want to hang out the mall on Monday?,"[1, 1, 1, 1, 0]"
Would you want to see a game my place on Wednesday?,"[1, 1, 1, 1, 0]"
Would you want to see a game the mall tomorrow?,"[1, 1, 1, 1, 0]"
Do you want to go rafting the theme park?,"[1, 1, 0, 1, 0]"
Let's go ice skating the zoo on Wednesday?,"[1, 1, 1, 1, 0]"
Would you want to go swimming my place on Saturday?,"[1, 1, 1, 1, 0]"
Let's do something school?,"[1, 1, 0, 1, 0]"
Would you want to watch a movie my place?,"[1, 1, 0, 1, 0]"
Do you want to go swimming school on Friday?,"[1, 1, 1, 1, 0]"
Sorry. 'll be out of town. grab coffee,"[0, 1, 0, 0, 1]"
Would you want to go rafting the Japanese place on Thursday?,"[1, 1, 1, 1, 0]"
"Sorry, I have plans already. go to a party","[0, 1, 0, 0, 1]"
Do you want to go swimming the zoo on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to go surfing a club on Friday?,"[1, 1, 1, 1, 0]"
Would you want to grab lunch school on Wednesday?,"[1, 1, 1, 1, 0]"
Do you want to see a play school on Monday?,"[1, 1, 1, 1, 0]"
Would you want to go ice skating a bar on Saturday?,"[1, 1, 1, 1, 0]"
Would you want to hang out the zoo on Wednesday?,"[1, 1, 1, 1, 0]"
Let's go somewhere a bar on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to go ice skating the zoo tomorrow?,"[1, 1, 1, 1, 0]"
Do you want to watch a movie Xinyi on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to see a play the theme park on Wednesday?,"[1, 1, 1, 1, 0]"
Let's see a game the mall today?,"[1, 1, 1, 1, 0]"
Would you want to see a play Xinyi on Monday?,"[1, 1, 1, 1, 0]"
Let's go somewhere the train station on Monday?,"[1, 1, 1, 1, 0]"
Would you want to grab lunch the train station on Saturday?,"[1, 1, 1, 1, 0]"
Let's catch up the Japanese place?,"[1, 1, 0, 1, 0]"
Would you want to go swimming your place?,"[1, 1, 0, 1, 0]"
Do you want to see a movie your place tomorrow?,"[1, 1, 1, 1, 0]"
Would you want to see a game on Saturday?,"[1, 1, 1, 0, 0]"
Would you want to watch a movie the theme park on Sunday?,"[1, 1, 1, 1, 0]"
Would you want to catch up Xinyi on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to grab lunch my place on Thursday?,"[1, 1, 1, 1, 0]"
Let's go surfing Daan Park?,"[1, 1, 0, 1, 0]"
Let's watch a movie train station today?,"[1, 1, 1, 1, 0]"
Let's go somewhere the mall on Sunday?,"[1, 1, 1, 1, 0]"
Would you want to go surfing the Japanese place on Wednesday?,"[1, 1, 1, 1, 0]"
Do you want to go somewhere Daan Park on Monday?,"[1, 1, 1, 1, 0]"
Do you want to grab coffee the Japanese place on Friday?,"[1, 1, 1, 1, 0]"
Do you want to go rafting the zoo on Thursday?,"[1, 1, 1, 1, 0]"
No. 'm busy... hang out,"[0, 1, 0, 0, 1]"
"No..., I have plans already. on Monday","[0, 1, 0, 0, 1]"
Do you want to go ice skating on Monday?,"[1, 1, 1, 0, 0]"
Do you want to grab coffee my place?,"[1, 1, 0, 1, 0]"
Let's catch up the mall on Thursday?,"[1, 1, 1, 1, 0]"
Let's see a concert the theme park on Wednesday?,"[1, 1, 1, 1, 0]"
Would you want to go swimming on Friday?,"[1, 1, 1, 0, 0]"
Let's go surfing a bar tomorrow?,"[1, 1, 1, 1, 0]"
Do you want to go swimming the mall tomorrow?,"[1, 1, 1, 1, 0]"
Would you want to go rafting your place today?,"[1, 1, 1, 1, 0]"
Let's see a game school?,"[1, 1, 0, 1, 0]"
Would you want to go somewhere the mall on Wednesday?,"[1, 1, 1, 1, 0]"
Let's see a game a bar on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to see a concert school on Monday?,"[1, 1, 1, 1, 0]"
Let's watch a movie the zoo on Friday?,"[1, 1, 1, 1, 0]"
Let's go swimming Daan Park tomorrow?,"[1, 1, 1, 1, 0]"
Do you want to go bowling the mall on Monday?,"[1, 1, 1, 1, 0]"
Let's go somewhere the theme park on Saturday?,"[1, 1, 1, 1, 0]"
Would you want to go swimming the Italian restaurant tomorrow?,"[1, 1, 1, 1, 0]"
Would you want to bake a coffee shop tomorrow?,"[1, 1, 1, 1, 0]"
Would you want to go swimming school?,"[1, 1, 0, 1, 0]"
Do you want to go to a party a coffee shop on Saturday?,"[1, 1, 1, 1, 0]"
Let's grab coffee train station on Monday?,"[1, 1, 1, 1, 0]"
Would you want to hang out Daan Park?,"[1, 1, 0, 1, 0]"
Let's watch a movie the Italian restaurant on Wednesday?,"[1, 1, 1, 1, 0]"
Let's watch a movie the zoo?,"[1, 1, 0, 1, 0]"
Would you want to do something the zoo on Friday?,"[1, 1, 1, 1, 0]"
Would you want to do something the train station today?,"[1, 1, 1, 1, 0]"
Let's watch a movie your place on Friday?,"[1, 1, 1, 1, 0]"
Let's go bowling Daan Park on Tuesday?,"[1, 1, 1, 1, 0]"
Let's bake a coffee shop on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to see a game tomorrow?,"[1, 1, 1, 0, 0]"
Would you want to see a movie the zoo today?,"[1, 1, 1, 1, 0]"
Let's grab lunch train station?,"[1, 1, 0, 1, 0]"
Do you want to grab coffee the Italian restaurant?,"[1, 1, 0, 1, 0]"
Do you want to go somewhere the Japanese place?,"[1, 1, 0, 1, 0]"
Do you want to see a movie Daan Park on Friday?,"[1, 1, 1, 1, 0]"
Sorry. 'll be out of town. see a game,"[0, 1, 0, 0, 1]"
Do you want to bake the mall on Thursday?,"[1, 1, 1, 1, 0]"
Let's go bowling Xinyi on Tuesday?,"[1, 1, 1, 1, 0]"
Do you want to go bowling Xinyi on Friday?,"[1, 1, 1, 1, 0]"
Do you want to see a play train station on Tuesday?,"[1, 1, 1, 1, 0]"
Do you want to go to a party your place on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to go to a party school on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to grab lunch your place today?,"[1, 1, 1, 1, 0]"
Do you want to go ice skating on Wednesday?,"[1, 1, 1, 0, 0]"
Would you want to watch a movie my place on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to go somewhere the mall on Sunday?,"[1, 1, 1, 1, 0]"
Would you want to go somewhere my place on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to see a play the train station?,"[1, 1, 0, 1, 0]"
Do you want to bake a club?,"[1, 1, 0, 1, 0]"
Let's go bowling your place on Sunday?,"[1, 1, 1, 1, 0]"
Do you want to go somewhere a bar tomorrow?,"[1, 1, 1, 1, 0]"
Let's go surfing your place today?,"[1, 1, 1, 1, 0]"
Do you want to hang out Daan Park on Wednesday?,"[1, 1, 1, 1, 0]"
Let's catch up on Wednesday?,"[1, 1, 1, 0, 0]"
Would you want to go to a party the mall?,"[1, 1, 0, 1, 0]"
Do you want to do something the theme park?,"[1, 1, 0, 1, 0]"
Nah 'm busy... on Monday,"[0, 1, 0, 0, 1]"
Let's see a game the theme park on Saturday?,"[1, 1, 1, 1, 0]"
Nah  have plans already. see a game,"[0, 1, 0, 0, 1]"
Let's go ice skating my place on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to go swimming on Wednesday?,"[1, 1, 1, 0, 0]"
Would you want to go ice skating a bar?,"[1, 1, 0, 1, 0]"
Nah 'm busy... grab lunch,"[0, 1, 0, 0, 1]"
Let's go swimming the train station?,"[1, 1, 0, 1, 0]"
Do you want to go ice skating Xinyi today?,"[1, 1, 1, 1, 0]"
Do you want to go to a party school on Tuesday?,"[1, 1, 1, 1, 0]"
Do you want to see a game the mall on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to see a concert the mall tomorrow?,"[1, 1, 1, 1, 0]"
Let's go somewhere my place today?,"[1, 1, 1, 1, 0]"
Do you want to go ice skating the Italian restaurant tomorrow?,"[1, 1, 1, 1, 0]"
Do you want to go bowling Daan Park on Saturday?,"[1, 1, 1, 1, 0]"
Let's see a concert the Italian restaurant on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to go ice skating a coffee shop today?,"[1, 1, 1, 1, 0]"
Do you want to catch up train station on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to go surfing a club?,"[1, 1, 0, 1, 0]"
Would you want to hang out a coffee shop on Monday?,"[1, 1, 1, 1, 0]"
Let's hang out your place?,"[1, 1, 0, 1, 0]"
Do you want to see a concert your place on Monday?,"[1, 1, 1, 1, 0]"
Would you want to catch up your place on Sunday?,"[1, 1, 1, 1, 0]"
Do you want to watch a movie my place on Wednesday?,"[1, 1, 1, 1, 0]"
Let's go ice skating school on Wednesday?,"[1, 1, 1, 1, 0]"
Would you want to see a play on Saturday?,"[1, 1, 1, 0, 0]"
Would you want to hang out Daan Park on Sunday?,"[1, 1, 1, 1, 0]"
Would you want to see a concert a club on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to hang out the Italian restaurant tomorrow?,"[1, 1, 1, 1, 0]"
Would you want to go surfing the zoo?,"[1, 1, 0, 1, 0]"
Would you want to see a game Xinyi today?,"[1, 1, 1, 1, 0]"
